20	0	264
170	0	212
214	0	278
83	0	137
308	0	63
161	0	389
344	0	114
40	0	88
208	0	312
214	0	113
209	0	63
225	0	112
126	0	105
40	0	264
347	0	356
126	0	204
135	0	26
388	0	61
205	0	214
214	0	24
325	0	320
304	0	157
136	0	218
165	0	39
165	0	345
350	0	305
55	0	107
248	0	44
55	0	26
92	0	305
176	0	212
173	0	209
347	0	34
344	0	36
101	0	44
29	0	312
309	0	366
372	0	283
126	0	335
132	0	191
358	0	236
367	0	7
344	0	283
126	0	221
208	0	97
103	0	105
333	0	135
325	0	360
309	0	320
55	0	288
208	0	390
73	0	37
214	0	382
366	0	366
367	0	322
248	0	115
350	0	312
325	0	105
103	0	64
136	0	213
161	0	154
242	0	168
55	0	36
57	0	337
126	0	246
176	0	246
136	0	7
266	0	75
132	0	156
315	0	154
333	0	1
350	0	309
126	0	198
392	0	320
350	0	272
214	0	216
79	0	114
126	0	119
128	0	149
167	0	208
173	0	33
350	0	10
40	0	114
136	0	296
262	0	358
347	0	39
293	0	56
101	0	111
170	0	38
170	0	157
83	0	111
136	0	137
66	0	107
55	0	34
344	0	64
256	0	379
40	0	394
317	0	115
83	0	211
262	0	283
79	0	102
91	0	266
317	0	369
248	0	356
237	0	345
103	0	158
92	0	218
392	0	266
128	0	119
135	0	119
325	0	304
207	0	144
380	0	36
196	0	111
266	0	197
128	0	248
350	0	293
126	0	296
366	0	242
173	0	248
166	0	204
103	0	322
166	0	257
293	0	322
245	0	276
366	0	361
128	0	157
126	0	148
79	0	132
309	0	167
92	0	340
198	0	345
358	0	38
126	0	112
190	0	113
392	0	56
40	0	149
347	0	46
367	0	390
92	0	44
293	0	348
42	0	24
103	0	345
128	0	250
132	0	240
169	0	37
173	0	267
350	0	33
309	0	213
256	0	63
128	0	126
350	0	345
266	0	88
245	0	335
176	0	394
40	0	250
128	0	268
363	0	157
135	0	248
73	0	392
21	0	24
333	0	216
331	0	240
273	0	382
79	0	298
317	0	105
17	0	318
309	0	379
55	0	154
79	0	305
183	0	276
225	0	157
266	0	328
117	0	392
79	0	394
177	0	112
245	0	25
55	0	283
372	0	272
209	0	242
293	0	320
293	0	73
83	0	148
350	0	236
18	0	369
380	0	73
256	0	24
248	0	36
73	0	276
267	0	34
128	0	240
350	0	39
245	0	392
103	0	209
29	0	156
331	0	268
198	0	396
126	0	111
173	0	142
136	0	44
262	0	26
227	0	140
331	0	358
209	0	113
262	0	112
333	0	261
262	0	24
367	0	51
331	0	212
242	0	142
309	0	56
325	0	242
55	0	335
40	0	158
392	0	122
83	0	337
347	0	242
126	0	191
225	0	122
135	0	259
392	0	154
101	0	216
170	0	318
333	0	107
317	0	296
372	0	322
331	0	113
392	0	93
29	0	284
106	0	149
161	0	382
126	0	7
350	0	209
135	0	246
293	0	97
92	0	394
350	0	298
344	0	322
173	0	284
161	0	50
266	0	122
350	0	392
198	0	214
132	0	10
208	0	348
245	0	254
101	0	218
167	0	283
183	0	392
83	0	278
183	0	322
392	0	328
92	0	242
128	0	316
303	0	218
101	0	309
72	0	240
103	0	88
214	0	309
183	0	348
208	0	1
103	0	288
317	0	322
242	0	305
350	0	38
266	0	392
92	0	162
167	0	93
126	0	93
214	0	330
83	0	396
166	0	10
176	0	112
79	0	51
209	0	324
266	0	167
135	0	204
173	0	282
305	0	168
73	0	113
317	0	64
73	0	63
183	0	97
225	0	283
266	0	259
83	0	149
347	0	335
245	0	39
72	0	148
183	0	316
333	0	63
55	0	112
325	0	63
242	0	369
381	0	154
372	0	316
170	0	214
309	0	1
350	0	266
350	0	105
372	0	212
101	0	382
170	0	56
209	0	283
183	0	36
128	0	148
186	0	222
176	0	298
347	0	394
374	0	219
262	0	157
73	0	144
308	0	242
309	0	63
208	0	322
132	0	335
309	0	64
40	0	288
55	0	216
29	0	279
392	0	360
128	0	369
83	0	250
183	0	64
367	0	305
146	0	356
331	0	284
167	0	212
367	0	348
225	0	63
102	0	26
73	0	324
132	0	25
242	0	7
303	0	44
372	0	282
176	0	283
366	0	63
266	0	111
198	0	337
293	0	64
208	0	168
380	0	24
248	0	254
170	0	156
173	0	112
372	0	298
176	0	284
106	0	250
126	0	268
161	0	369
256	0	316
367	0	97
331	0	246
170	0	320
161	0	24
242	0	56
350	0	64
161	0	51
169	0	265
256	0	167
245	0	204
366	0	336
167	0	298
101	0	261
366	0	340
173	0	119
335	0	330
242	0	379
242	0	65
309	0	26
350	0	322
293	0	105
309	0	322
83	0	154
372	0	167
136	0	282
372	0	392
126	0	248
380	0	298
309	0	105
256	0	266
266	0	142
262	0	37
126	0	212
208	0	345
117	0	167
380	0	157
198	0	254
214	0	367
344	0	219
73	0	265
92	0	24
183	0	63
92	0	333
209	0	112
