0	2	85
0	2	100
0	3	10
0	5	192
0	5	306
1	3	188
1	3	362
2	1	94
2	3	178
2	4	73
2	4	109
2	4	222
2	4	276
3	2	17
3	3	19
3	3	255
3	4	4
3	4	316
3	5	276
4	1	317
4	2	40
4	3	12
4	3	84
4	4	56
4	4	331
4	5	24
4	5	154
5	2	285
5	2	305
5	3	306
5	3	344
6	2	34
6	2	39
6	3	33
6	3	351
6	4	103
7	1	170
7	2	214
7	3	126
7	5	142
8	2	91
8	2	329
8	3	330
8	4	100
8	4	114
8	4	142
8	5	390
9	2	109
9	2	158
9	2	312
9	2	354
9	3	83
9	3	304
9	4	163
9	4	272
10	2	302
10	2	341
10	3	302
10	4	38
10	4	166
10	4	213
10	4	308
10	5	84
10	5	102
11	2	1
11	4	6
11	5	24
12	1	346
12	2	21
12	2	242
12	3	127
12	3	382
12	4	263
12	5	369
13	1	323
13	1	387
13	2	209
13	2	237
13	3	16
13	3	169
13	3	302
13	5	288
14	2	350
14	5	247
14	5	307
15	2	245
16	2	161
16	2	228
16	3	303
16	4	178
17	1	203
17	3	56
17	3	301
17	4	73
17	4	253
17	4	265
17	5	63
17	5	176
18	1	213
18	1	305
18	3	20
18	3	189
18	3	320
18	5	156
19	2	2
19	2	72
19	2	150
19	4	91
19	4	164
19	5	73
19	5	361
20	1	86
20	2	12
20	2	332
20	3	43
21	1	313
21	2	170
21	3	322
21	4	328
22	2	59
22	3	137
22	3	240
22	4	374
22	5	98
23	3	220
23	4	50
24	1	116
24	1	332
24	2	279
24	3	255
24	3	294
24	4	207
25	2	230
25	4	216
26	2	297
26	3	83
27	3	145
27	4	374
28	3	378
28	4	364
28	5	108
28	5	282
29	1	10
29	1	13
29	1	44
29	1	55
29	1	131
29	1	144
29	1	159
29	1	168
29	1	185
29	1	252
29	1	272
29	1	314
29	1	321
29	1	349
29	1	371
29	2	160
29	2	271
29	3	378
30	2	42
30	2	358
30	2	380
30	3	268
30	3	321
30	3	328
30	4	334
31	4	86
31	4	322
31	4	390
31	5	154
31	5	261
31	5	394
32	2	297
32	2	397
32	3	11
32	3	229
32	4	170
32	4	274
32	5	21
33	2	2
33	2	299
33	3	269
34	2	107
34	2	109
34	3	71
34	3	94
34	3	390
34	5	279
35	2	234
35	3	87
35	3	147
35	4	105
35	5	265
36	2	99
36	2	206
36	3	180
36	5	16
37	2	62
37	3	60
37	3	371
37	5	392
38	2	79
38	2	289
38	3	312
38	4	198
38	4	276
39	2	98
39	2	192
39	3	88
39	4	211
39	5	298
40	1	57
40	1	63
40	1	65
40	1	86
40	1	118
40	1	139
40	1	158
40	1	184
40	1	187
40	1	261
40	1	296
40	1	353
40	1	372
40	1	379
40	2	335
40	2	368
40	3	83
40	3	198
40	3	322
40	5	115
41	2	186
41	2	303
41	3	164
42	1	24
42	1	313
42	3	60
42	3	146
42	3	290
42	4	241
43	2	144
43	4	204
43	5	382
44	2	38
44	2	304
44	3	212
44	5	216
45	1	351
45	2	54
45	2	263
45	2	271
45	3	79
45	3	121
45	3	393
46	2	63
46	3	47
46	4	221
46	5	322
47	2	252
47	3	331
47	4	88
47	4	306
48	2	200
48	2	230
48	2	369
48	3	270
48	3	333
48	4	197
48	5	297
48	5	345
49	2	38
49	2	55
49	2	73
49	2	227
49	4	9
50	2	9
50	2	220
50	3	24
50	4	7
50	4	46
50	4	163
50	4	258
50	4	337
50	5	122
50	5	267
51	4	260
51	4	307
52	1	229
52	2	135
52	2	187
52	2	314
52	3	132
52	3	154
52	4	117
52	4	227
52	5	212
53	3	103
53	3	201
53	3	252
53	3	292
53	5	66
54	2	31
54	2	183
54	4	97
54	5	276
