0	1	41
0	5	12
0	5	252
1	2	238
1	3	219
1	5	329
1	5	375
2	1	240
2	2	152
2	3	6
2	5	104
2	5	222
3	5	80
4	1	136
4	1	181
4	1	223
4	1	238
4	1	240
4	1	353
4	1	390
4	2	24
4	2	40
4	2	240
4	2	249
4	2	292
4	2	370
4	3	2
4	3	31
4	3	162
4	3	307
4	4	15
4	5	330
5	2	176
5	3	356
6	2	279
6	3	64
6	5	26
6	5	92
6	5	143
7	4	291
7	5	53
8	1	111
8	2	266
9	1	88
9	3	215
9	5	13
9	5	22
9	5	39
9	5	335
10	1	71
10	5	309
11	2	199
11	3	194
11	4	156
11	5	268
12	1	83
12	3	17
12	3	193
12	5	81
12	5	124
13	2	48
13	3	7
13	5	349
14	1	264
14	3	30
15	1	132
15	3	61
15	3	106
15	3	277
15	3	325
15	4	81
16	1	120
16	1	144
17	5	234
18	5	321
19	1	228
19	3	71
19	3	216
19	4	307
20	2	209
20	3	12
20	3	200
20	3	266
20	5	323
21	3	146
21	3	352
22	1	190
22	3	191
22	4	205
22	5	176
22	5	322
23	1	201
23	3	86
23	4	95
23	4	281
23	5	7
24	2	55
24	2	182
24	3	113
24	3	195
25	3	61
25	3	254
25	4	327
25	5	65
25	5	99
25	5	215
26	3	325
26	5	156
27	1	199
27	3	78
28	3	246
28	4	362
28	5	341
29	3	6
29	3	359
30	2	62
30	3	155
30	3	378
30	5	189
30	5	355
31	5	127
31	5	268
32	1	179
32	3	122
32	4	13
32	5	236
32	5	272
33	1	43
33	3	368
33	5	51
33	5	79
33	5	279
34	1	83
34	3	298
35	2	393
35	3	244
35	3	333
35	3	340
35	4	290
35	5	139
36	1	198
36	1	383
36	5	138
36	5	372
37	1	307
38	2	299
38	3	158
38	3	240
38	3	269
38	4	207
38	5	284
39	1	228
39	5	117
39	5	336
40	3	138
40	3	182
40	3	267
41	2	320
41	3	298
41	5	26
41	5	143
41	5	260
41	5	262
42	4	173
43	2	15
43	3	118
43	3	129
43	5	276
44	1	45
44	3	150
44	5	141
45	1	134
45	1	383
45	2	305
45	3	95
45	4	268
46	3	189
46	3	271
46	4	107
46	5	8
46	5	233
46	5	326
47	1	210
47	2	247
47	3	117
47	5	390
48	3	45
48	3	310
48	4	70
48	4	258
48	5	30
48	5	347
49	1	353
49	4	14
50	1	40
50	1	90
50	1	115
50	1	163
50	1	168
50	1	202
50	1	319
50	2	83
50	2	176
50	2	265
50	2	293
50	2	339
50	2	361
50	3	22
50	3	102
50	3	128
50	3	308
50	4	90
50	5	24
50	5	259
